sys_sch,SystemId,SystemName,SchoolName,SchoolId,Cluster,Phone_Number,Street,City,State,Zip_Code,total_enroll,Grades,SSAS,Grade,SingleScore,pct_asian,pct_native,pct_black,pct_hispanic,pct_multi,pct_white,pct_ed,pct_swd,pct_lep,AchievementE,ProgressE,GapE,ChallengeE,CCRPIScoreE,performance_9E,performance_10E,AchievementM,ProgressM,GapM,ChallengeM,CCRPIScoreM,performance_9M,AchievementH,ProgressH,GapH,ChallengeH,CCRPIScoreH,English_BegH,English_DevH,English_ProfH,English_DistH,Math_BegH,Math_DevH,Math_ProfH,Math_DistH,Science_BegH,Science_DevH,Science_ProfH,Science_DistH,Soc_BegH,Soc_DevH,Soc_ProfH,Soc_DistH,performance_11H,performance_12H,performance_17H,English_BegE,English_DevE,English_ProfE,English_DistE,Math_BegE,Math_DevE,Math_ProfE,Math_DistE,Science_BegE,Science_DevE,Science_ProfE,Science_DistE,Soc_BegE,Soc_DevE,Soc_ProfE,Soc_DistE,English_BegM,English_DevM,English_ProfM,English_DistM,Math_BegM,Math_DevM,Math_ProfM,Math_DistM,Science_BegM,Science_DevM,Science_ProfM,Science_DistM,Soc_BegM,Soc_DevM,Soc_ProfM,Soc_DistM,CollegeEnrollment,FinancialEfficiency,SchoolClimate,Mobility,PPE
736191,736,Thomas County,Thomas County Central High School,191,H,(229)225-5050,4686 US Highway 84 Bypass,Thomasville,GA,31792,1485,9-12,,B,80.5,1,0,33,5,2,58,69,14,1,,,,,,,,,,,,,,36,32.7,5,6.8,80.5,23.8,40.5,32.8,2.9,33,49.6,16.2,1.1,32.8,28.9,30.6,7.7,23.4,30.1,36.9,9.6,68.3,48.1,93.10000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,12.7,8818.880000000000
736194,736,Thomas County,Cross Creek Elementary School,194,E,(229)225-3900,324 Clark Rd,Thomasville,GA,31757,869,3-4,Greatest Gains (Platinum),B,85.40000000000000,1,0,37,7,3,52,90,20,3,29.1,39.8,10,6.5,85.40000000000000,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6,37.1,29.6,5.7,20.6,45.5,26.7,7.200000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,12.8,8626.75
736205,736,Thomas County,Thomas County Middle School,205,EM,(229)225-4394,4686 US Highway 84 Bypass,Thomasville,GA,31792,1669,5-8,,D,62.6,1,0,35,6,3,54,69,16,2,28.5,22.4,3.3,4.5,58.7,,70.10000000000000,26.5,31.3,3.3,2.8,63.9,68.90000000000000,,,,,,,,,,,,,,,,,,,,,,,,,24.6,45.5,26.1,3.8,24.6,54.50000000000000,18.1,2.8,33.90000000000000,27.6,27.9,10.6,23.9,44.2,20.1,11.8,31.9,36.2,26.7,5.2,26.7,43.8,24.2,5.3,33.1,31.8,30.8,4.300000000000000,28.2,39.4,21.9,10.4,,3.5,4,13.4,8004.6
737104,737,Tift County,Annie Belle Clark Primary School,104,E,(229)387-2410,1464 Carpenter Rd,Tifton,GA,31793,750,K-3,,-,,1,0,36,15,3,46,95,11,11,31.7,,,10,,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,49.5,25.3,10.8,12.4,43.5,33.90000000000000,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,5,23.4,10086.59
737173,737,Tift County,G. O. Bailey Primary School,173,E,(229)387-2415,1430 Newton Dr,Tifton,GA,31794,435,K-3,,-,,0,0,38,36,3,23,93,9,30,31,,,10,,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,44.5,22.7,8.200000000000000,8.200000000000000,40.90000000000000,42.7,8.200000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,5,20.1,10173.33
737199,737,Tift County,Tift County High School,199,H,(229)387-2475,1 Blue Devil Way,Tifton,GA,31794,1535,10-12,,B,83,1,0,33,16,1,48,95,9,3,,,,,,,,,,,,,,33.1,38.8,6.7,4.4,83,21.6,33.7,38.6,6.1,75.60000000000000,24.4,0,0,34.3,35.5,28.7,1.5,20.2,21.8,36.8,21.1,65.60000000000000,60.6,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,4,11.1,8122.6
737299,737,Tift County,Eighth Street Middle School,299,M,(229)387-2445,65 Tifton-Eldorado Rd,Tifton,GA,31794,1085,7-8,,D,60.5,1,0,33,19,2,45,95,11,4,,,,,,,,25.7,27.5,5,2.3,60.5,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.4,37.4,25.1,5,23,47,23.5,6.5,39.4,31,24.1,5.5,29.5,38.3,22,10.2,,3.5,4,12.7,8125.62
738103,738,Toombs County,Toombs County Middle School,103,M,(912)526-8363,701 Bulldog Rd,Lyons,GA,30436,631,6-8,,D,61.2,0,0,18,23,5,54,100,13,4,,,,,,,,24.7,29.5,5,2,61.2,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.3,37.2,23.4,3.1,29.4,50,18.3,2.3,50.3,27.9,18.8,3,27.9,43.7,21.3,7.100000000000000,,2.5,5,14.6,9005.950000000000
738104,738,Toombs County,Lyons Primary School,104,E,(912)526-8391,298 N Lexington St,Lyons,GA,30436,449,K-2,,-,,0,0,22,30,6,41,100,14,24,34.2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1,30.7,21.1,6.1,14,42.1,36.8,7.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,5,27,10483.42
738192,738,Toombs County,Toombs County High School,192,H,(912)526-4286,500 Bulldog Road,Lyons,GA,30436,850,9-12,,D,66.3,0,1,17,25,3,54,100,12,5,,,,,,,,,,,,,,27.8,30.6,5,2.9,66.3,38.8,38.8,21.9,0.5,53.5,36.4,10.1,0,45.9,31.8,20.9,1.4,29.4,29.4,33.5,7.7,56.1,39.7,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3,14.4,7576.55
738204,738,Toombs County,Lyons Upper Elementary,204,E,(912)526-5816,830 S State St,Lyons,GA,30436,491,3-5,,B,82.10000000000000,0,0,23,30,7,39,100,16,18,29.4,37.6,8.300000000000000,6.8,82.10000000000000,29.8,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,32,21.7,7.200000000000000,11.2,44.3,34.90000000000000,9.6,17.1,31.6,39.90000000000000,11.4,22,47.8,18.2,11.9,,,,,,,,,,,,,,,,,,3.5,5,20.5,9013.710000000000
739103,739,Towns County,Towns County Elementary School,103,E,(706)896-4131,1150 Konahetah Rd,Hiawassee,GA,30546,430,K-5,,C,78.30000000000000,1,0,0,6,1,91,68,11,3,31.3,35.8,6.7,4.5,78.3,60.2,77.90000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1,45.2,30.9,7.8,17.8,45.2,29.6,7.4,15.6,41.6,32.5,10.4,7.7,61.5,20.5,10.3,,,,,,,,,,,,,,,,,,2,4,14.2,12010.64
739104,739,Towns County,Towns County Middle School,104,M,(706)896-4131,1400 US Highway 76 East,Hiawassee,GA,30546,227,6-8,Greatest Gains (Gold),A,91,0,0,1,6,1,92,50,15,0,,,,,,,,37,40,8.300000000000000,5.7,91,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,31.9,44.9,7.4,8.800000000000000,32.9,45.4,13,24,30.7,41.3,4,5.3,35.5,42.1,17.1,,3,5,11.9,11921.37
739204,739,Towns County,Towns County High School,204,H,(706)896-4131,1400 Highway 76 E,Hiawassee,GA,30546,350,9-12,,B,83.7,1,0,0,2,1,96,41,10,0,,,,,,,,,,,,,,38.2,34.9,6.7,3.9,83.7,7.5,32.3,40.90000000000000,19.4,19.5,42.9,31.2,6.5,17.9,26.9,35.8,19.4,6.600000000000000,30.8,45.1,17.6,56.5,38.8,92.40000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,4,7.7,11312.69
740113,740,Treutlen County,Treutlen Elementary School,113,E,(912)529-7161,7892 Ga Highway 29,Soperton,GA,30457,557,K-5,,F,53.8,0,0,41,2,4,52,100,14,1,24.1,24.2,5,0.5,53.8,31.3,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9,34.1,25,4,25.4,49.2,21,4.4,55.1,23.6,16.9,4.5,50.6,29.2,16.9,3.4,,,,,,,,,,,,,,,,,,2.5,4,16.2,8294.700000000000
740213,740,Treutlen County,Treutlen Middle/High School,213,MH,(912)529-7131,7892 Ga Highway 29,Soperton,GA,30457,542,6-12,,D,69.2,0,0,40,2,2,56,100,11,1,,,,,,,,22.8,28.7,5,1,57.5,68.7,29.3,37.6,6.7,4.9,78.5,20.8,26,45.5,7.8,43.7,53.5,2.8,0,34.3,33.3,25.3,7.100000000000000,54.2,33.3,9.4,3.1,59.6,29.8,78.30000000000000,,,,,,,,,,,,,,,,,37.9,41.3,19.6,1.3,28.9,41.7,22.6,6.800000000000000,45.6,27.9,23.5,2.9,41.2,48.5,10.3,0,,3,4,12,8370.050000000000
741109,741,Troup County,Callaway Elementary School,109,E,(706)845-2059,2200 Hammett Rd,LaGrange,GA,30241,801,K-5,,C,71,7,0,50,6,5,32,69,6,8,27.7,33.4,6.7,3.2,71,50,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8,36.8,22.4,3.9,22.3,43.6,28.6,5.5,32.1,34.3,22.9,10.7,26.6,46,18,9.4,,,,,,,,,,,,,,,,,,4,4,13.9,7670.91
741187,741,Troup County,West Point Elementary School,187,E,(706)812-7973,1701 E 12th St,West Point,GA,31833,363,K-5,,C,74.8,1,0,66,4,4,26,94,8,1,26.2,38.6,6.7,3.3,74.8,38.3,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,42,21,3.4,22.7,48.3,25.6,3.4,28.3,26.4,39.6,5.7,24.5,49.1,13.2,13.2,,,,,,,,,,,,,,,,,,3,4,20.7,9232.65
741189,741,Troup County,Long Cane Elementary School,189,E,(706)812-7948,238 Long Cane Rd,LaGrange,GA,30240,486,K-5,,D,64.3,1,1,17,3,4,73,53,6,3,29.7,30.3,3.3,1,64.3,57.8,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,44,25.1,5.3,18.5,42,34.2,5.3,21.3,32.5,38.8,7.5,18.8,47.5,20,13.8,,,,,,,,,,,,,,,,,,3.5,3,11.9,8099.49
741191,741,Troup County,Gardner-Newman Middle School,191,M,(706)883-1535,101 S Shannon Dr,LaGrange,GA,30241,921,6-8,,D,64.5,3,0,47,7,4,39,68,10,5,,,,,,,,27.8,31.7,3.3,1.7,64.5,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9,34.3,26.6,6.1,26.8,36.3,25.4,11.6,32.4,26.6,30,11,27.2,38,23.7,11.1,,3.5,3,15.9,8146.33
741194,741,Troup County,Hollis Hand Elementary School,194,E,(706)883-1580,641 Country Club Rd,LaGrange,GA,30240,576,K-5,,B,86.80000000000000,3,0,20,11,3,63,47,10,10,37.8,37.2,6.7,5.1,86.8,62.1,84.80000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9,31.1,35.5,13.5,10.1,30.2,42.6,17.1,11.8,16.1,29,43,8.600000000000000,37.6,23.7,30.1,,,,,,,,,,,,,,,,,,4,4,13.9,8236.77
741201,741,Troup County,Callaway High School,201,H,(706)845-2070,221 Whitfield Rd,Hogansville,GA,30230,866,9-12,,D,67,2,0,46,3,4,44,64,9,2,,,,,,,,,,,,,,30.6,29.4,5,2,67,25.9,47.6,25.9,0.6,49.1,36.2,13.4,1.3,8.300000000000000,13.9,62.5,15.3,36.6,36.6,22.1,4.7,56,39.2,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,4,13,9300.470000000000
741204,741,Troup County,Callaway Middle School,204,M,(706)845-2080,2244 Hammett Rd,LaGrange,GA,30241,666,6-8,,F,59.3,2,0,48,3,6,41,73,10,2,,,,,,,,26,29.5,3.3,0.5,59.3,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2,36.6,25.2,3,28.7,44.1,22,5.100000000000000,39.2,29.7,26.9,4.2,32.5,37.3,24.5,5.7,,2.5,3,17.9,8337.84
741205,741,Troup County,Franklin Forest Elementary,205,E,(706)845-7556,1 Scholar Ln,LaGrange,GA,30240,663,K-5,,D,64.8,4,0,57,9,5,26,78,7,9,28.3,28.9,5,2.6,64.8,49.5,55.40000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,32.7,21.1,8.1,17.9,38.6,31.6,11.9,34.5,38.1,25,2.4,25.3,51.8,16.9,6,,,,,,,,,,,,,,,,,,3.5,4,21.6,8022.93
741207,741,Troup County,Bradfield Center - Ault Academy,207,MH,(706)884-1717,1022 E Depot St,LaGrange,GA,30241,36,6-12,,-,,0,0,31,17,6,47,83,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8,
741297,741,Troup County,Long Cane Middle School,297,M,(706)845-2085,326 Long Cane Rd,LaGrange,GA,30240,1009,6-8,,D,64.8,1,0,35,4,4,56,63,10,1,,,,,,,,28.2,31.1,5,0.5,64.8,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.8,38.4,27.2,4.6,21.5,41.1,27,10.4,33.3,31.4,25.3,9.9,27.4,40.1,24.6,7.9,,3.5,2,10.6,7879.110000000000
741387,741,Troup County,Troup County High School,387,H,(706)812-7957,1920 Hamilton Rd,LaGrange,GA,30241,1311,9-12,,C,72.40000000000000,1,0,34,3,4,58,52,9,1,,,,,,,,,,,,,,35.6,29.9,5,1.9,72.40000000000000,15.7,31.3,42.5,10.5,38,41,18.5,2.4,1.5,8.300000000000000,60.6,29.5,25.5,32.7,31.7,10.1,57.1,50.4,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,5,14.2,8619.880000000000
741397,741,Troup County,Hogansville Elementary School,397,E,(706)812-7990,611 E Main St,Hogansville,GA,30230,493,K-5,,F,56.90000000000000,1,0,35,5,5,54,81,10,3,24.9,26.5,5,0.5,56.9,38.8,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9,36.4,19.8,1.8,25.3,47,24.4,3.2,31.4,37.1,28.6,2.9,35.7,45.7,12.9,5.7,,,,,,,,,,,,,,,,,,3,3,23.6,8088.51
741497,741,Troup County,Whitesville Road Elementary School,497,E,(706)812-7968,1700 Whitesville Rd,LaGrange,GA,30240,501,K-5,,B,80,0,0,72,10,5,12,99,9,6,25.4,39.6,10,5,80,30.3,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2,35.7,14.6,6.600000000000000,14.6,43.4,34.90000000000000,7.100000000000000,42.4,28.8,22,6.800000000000000,33.90000000000000,44.1,13.6,8.5,,,,,,,,,,,,,,,,,,3,2,25.5,9560.280000000000
741597,741,Troup County,Ethel W. Kight Elementary School,597,E,(706)812-7943,75 Gordon Rd,LaGrange,GA,30240,575,K-5,,C,73.2,2,0,72,10,4,12,100,12,9,26.4,37.6,6.7,2.5,73.2,44.6,54.40000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9,41.40000000000000,20.7,2,21.7,44.9,27.2,6.3,33.3,30.8,21.8,14.1,37.2,48.7,7.7,6.4,,,,,,,,,,,,,,,,,,3.5,4,17.2,8795.880000000000
742190,742,Turner County,Turner County Middle School,190,M,(229)567-4343,316 Lamar St,Ashburn,GA,31714,271,6-8,,D,60.1,1,0,61,8,4,25,94,12,2,,,,,,,,23.7,30.4,5,1,60.1,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6,35.7,20.5,1.2,30.7,48.8,17.2,3.3,42.7,35.4,19.5,2.4,37.8,35.4,22,4.9,,2.5,3,17.4,8994.99
742196,742,Turner County,Turner County Elementary School,196,E,(229)567-2461,705 Hudson Ave,Ashburn,GA,31714,597,K-5,,F,59.8,1,0,62,6,3,29,94,15,3,25.2,28.6,5,1,59.8,51.6,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1,43.6,18.8,3.5,27.9,42.9,22.3,7.000000000000000,43,39,18,0,42,45,9,4,,,,,,,,,,,,,,,,,,3,4,17.6,7855.610000000000
743107,743,Twiggs County,Jeffersonville Elementary,107,E,(478)945-3127,675 Bullard Rd,Jeffersonville,GA,31044,365,K-5,,F,56.8,1,0,60,2,1,36,100,15,1,21.1,30.7,5,0,56.8,25.4,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.6,35.2,13.6,0.6,36.9,45.5,15.3,2.3,58.3,18.8,20.8,2.1,45.8,47.90000000000000,4.2,2.1,,,,,,,,,,,,,,,,,,1.5,3,13.5,9934.530000000000
743201,743,Twiggs County,Twiggs County High School,201,H,(478)945-3112,375 Watson Dr,Jeffersonville,GA,31044,267,9-12,,C,74.5,0,0,67,1,1,31,100,14,0,,,,,,,,,,,,,,29.3,38.6,5,1.6,74.5,44,48,6,2,54.8,28.8,15.1,1.4,59.7,19.5,19.5,1.3,45.8,37.5,13.9,2.8,55.3,55.9,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,11.6,19289.36
743207,743,Twiggs County,Twiggs Middle School,207,M,(478)945-3113,375 Watson Dr,Jeffersonville,GA,31044,176,6-8,,D,68.40000000000000,1,0,58,0,5,37,100,16,1,,,,,,,,24.6,36.6,6.7,0.5,68.40000000000000,61.40000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4,35.8,23,4.8,27.2,52.5,18.5,1.9,45.3,23.4,25,6.3,41.3,38.1,19,1.6,,1.5,3,14.8,11319.35
744101,744,Union County,Union County High School,101,H,(706)745-2216,153 Panther Cir,Blairsville,GA,30512,836,9-12,Highest Performing (Silver),A,98,1,0,0,3,2,94,46,13,0,,,,,,,,,,,,,,44.5,35.2,8.300000000000000,10,98,1.6,12.4,61.2,24.8,10.5,34.6,43.8,11.1,4,12.7,56.7,26.7,9,27.8,46.7,16.5,64.8,49.7,98.80000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,8.4,10905.14
744103,744,Union County,Union County Elementary School,103,E,(706)745-9615,165 Elementary Way,Blairsville,GA,30512,644,3-5,,B,83,0,0,0,5,2,92,60,15,2,35.2,31.1,6.7,10,83,70.3,79.60000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8,37.1,37.9,10.3,6.5,37.6,43.8,12.2,17.7,32,35,15.3,18.2,44.3,20.7,16.7,,,,,,,,,,,,,,,,,,3,3,5.9,9783.82
744108,744,Union County,Union County Middle School,108,M,(706)745-2483,367 Welborn St,Blairsville,GA,30512,635,6-8,,B,84.10000000000000,1,0,0,4,3,93,56,15,0,,,,,,,,35.7,34.4,6.7,7.3,84.10000000000000,79.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8,35,39.2,9,9.5,31.9,41.2,17.5,19,29,43.5,8.5,10,25,45.5,19.5,,3.5,4,8.200000000000000,9394.9
745105,745,Thomaston-Upson County,Upson-Lee South Elementary,105,E,(706)647-7516,172 Knight Trl,Thomaston,GA,30286,1180,K-3,,-,,1,0,37,3,5,54,98,12,1,29.4,,,3.5,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.1,45,25.9,5,19,41.6,31.9,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11.2,9169.720000000000
745195,745,Thomaston-Upson County,Upson-Lee High School,195,H,(706)647-8171,268 Knight Trl,Thomaston,GA,30286,1340,9-12,,B,81.7,0,0,35,2,4,58,74,10,0,,,,,,,,,,,,,,33.5,36,6.7,5.5,81.7,19.5,41.8,33.6,5,41.2,39.4,16.7,2.7,34.1,28.3,33.2,4.4,18.4,33.8,38.1,9.700000000000000,62.7,41.9,87.40000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,3,10.2,7912.99
745295,745,Thomaston-Upson County,Upson-Lee North Elementary School,295,E,(706)647-3632,334 Knight Trl,Thomaston,GA,30286,643,4-5,,C,73.2,0,0,35,5,5,54,74,15,3,30.2,32.5,5,5.5,73.2,,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3,43,24.8,5,14.7,48.2,28.4,8.600000000000000,28.9,36.2,30.1,4.9,24.3,46.8,22.8,6.1,,,,,,,,,,,,,,,,,,4,4,7.9,8027.58
745395,745,Thomaston-Upson County,Upson-Lee Middle School,395,M,(706)647-6256,101 Holstun Dr,Thomaston,GA,30286,877,6-8,,B,80.60000000000000,1,0,32,3,5,58,74,14,1,,,,,,,,30,37.4,6.7,6.5,80.60000000000000,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9,40.6,28.7,5.800000000000000,17.2,41,32.3,9.5,32.2,29.3,31.3,7.200000000000000,26.2,39.3,29.5,4.9,,3,4,9.5,9525.99
746100,746,Walker County,Rock Spring Elementary School,100,E,(706)764-1383,372 Highway 95,Rock Spring,GA,30739,379,K-5,,D,69.5,0,0,2,3,4,91,69,23,1,29.7,32.8,5,2,69.5,67.7,72.60000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,39.3,27.6,10.7,13.8,45.4,33.7,7.100000000000000,26.2,36.9,30.8,6.2,37.7,45.9,11.5,4.9,,,,,,,,,,,,,,,,,,2,4,16.5,10543.28
746106,746,Walker County,Chattanooga Valley Middle School,106,M,(706)820-0735,847 Allgood Rd,Flintstone,GA,30725,504,6-8,,C,70,0,0,6,3,5,86,67,18,0,,,,,,,,30.3,33.3,5,1.4,70,68.60000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,39,30.3,7.8,18.4,42.1,28.7,10.9,32.9,30.3,33.5,3.2,15.5,38.7,31.6,14.2,,2.5,4,9.300000000000000,10151.47
746114,746,Walker County,Saddle Ridge Elementary and Middle School,114,EM,(706)375-1219,9858 N Highway 27,Rock Spring,GA,30739,534,K-8,,C,75.10000000000000,0,0,1,2,4,93,62,13,1,29.1,31.8,3.3,2.1,66.3,51.1,82.60000000000000,33.1,39,6.7,3.6,82.40000000000000,74.5,,,,,,,,,,,,,,,,,,,,,,,,,29.8,39.7,24,6.600000000000000,18.2,50.4,24,7.4,32.6,17.4,41.3,8.700000000000000,30.4,30.4,23.9,15.2,21.9,35.8,37.3,5,14,40.5,31.5,14,20.2,39.4,34,6.4,6.4,43.6,34,16,,3,5,14.8,9360.5
746180,746,Walker County,LaFayette Middle School,180,M,(706)638-6440,419 Roadrunner Blvd,La Fayette,GA,30728,646,6-8,,D,65.8,1,0,5,3,4,86,74,20,0,,,,,,,,26.6,33.2,5,1,65.8,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4,37.9,26.6,2.1,21.3,43.9,28,6.800000000000000,37.3,31.1,28,3.600000000000000,26,39.1,29.7,5.2,,2,5,14.2,9607.85
746190,746,Walker County,Ridgeland High School,190,H,(706)820-9361,2478 Happy Valley Rd,Rossville,GA,30741,1355,9-12,,D,66.7,0,0,8,4,5,83,69,17,0,,,,,,,,,,,,,,31.3,29.2,3.3,2.9,66.7,22.8,41.5,29.4,6.3,31.3,48.2,17.3,3.3,23.4,27.7,36.6,12.3,23.1,30.6,31.6,14.7,40.9,20.8,90.80000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,14.2,8298.390000000000
746194,746,Walker County,Rossville Elementary School,194,E,(706)866-5901,1250 Wilson Rd,Rossville,GA,30741,426,K-5,,C,71.8,1,0,14,7,3,74,94,17,6,25,38.1,6.7,2,71.8,38.2,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.8,46.7,19,3.600000000000000,27.2,47.7,23.6,1.5,20.7,48.3,29.3,1.7,20.7,63.8,12.1,3.4,,,,,,,,,,,,,,,,,,2.5,4,41.3,10534.75
746195,746,Walker County,Gilbert Elementary School,195,E,(706)638-2432,87 S Burnt Mill Rd,La Fayette,GA,30728,432,K-5,,D,69.8,0,0,3,2,8,87,84,14,1,27.8,30,6.7,5.3,69.8,48.40000000000000,75.40000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.3,41.5,22.6,3.600000000000000,24.6,45.1,28.7,1.5,17.7,32.3,48.4,1.6,9.700000000000000,54.8,29,6.5,,,,,,,,,,,,,,,,,,2.5,4,22.9,9336.5
746198,746,Walker County,LaFayette High School,198,H,(706)638-2342,5178 Round Pond Rd,La Fayette,GA,30728,1171,9-12,,C,72.10000000000000,1,0,4,3,4,87,61,17,1,,,,,,,,,,,,,,33.4,30.8,6.7,1.2,72.10000000000000,22.4,41.2,30.6,5.9,31.7,37.8,24.8,5.7,31.1,29.3,35.2,4.4,13.7,11.5,63.3,11.5,56.6,31.6,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,4,14.5,8502.01
746199,746,Walker County,Cherokee Ridge Elementary,199,E,(706)375-9831,2423 Johnson Rd,Chickamauga,GA,30707,624,K-5,,C,73.7,0,0,5,2,3,90,77,18,0,30.2,33.7,6.7,3.1,73.7,50.5,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.7,38,30,5.3,16.7,39.7,35.7,8,26.8,28,30.5,14.6,23.5,42,16,18.5,,,,,,,,,,,,,,,,,,3,4,15.2,9347.450000000000
746200,746,Walker County,North LaFayette Elementary School,200,E,(706)638-1869,610 N Duke St,La Fayette,GA,30728,450,K-5,,D,60.1,1,0,4,3,6,85,63,13,2,27.9,25.1,5,2.1,60.1,52.90000000000000,78.30000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.9,44.7,26.3,4.100000000000000,28.6,45.6,20.7,5.100000000000000,21.7,23.3,41.7,13.3,23.3,48.3,20,8.300000000000000,,,,,,,,,,,,,,,,,,2,5,12.4,9654.84
746206,746,Walker County,Rossville Middle School,206,M,(706)820-0638,316 Bull Dog Trl,Rossville,GA,30741,548,6-8,,C,73.2,0,0,10,6,3,80,85,22,1,,,,,,,,27.6,35.7,6.7,3.2,73.2,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,43.1,28.6,2.4,18.8,50.2,26.8,4.2,33,26.1,34.7,6.3,23.9,38.6,34.1,3.4,,2,4,20.4,10697.44
747101,747,Walton County,Atha Road Elementary School,101,E,(770)266-5995,821 H D Atha Rd,Monroe,GA,30655,797,K-5,,C,79.2,2,0,28,6,5,59,61,11,2,32.3,36.1,8.300000000000000,2.5,79.2,49.3,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.6,35.2,34.7,6.5,16.8,36.2,37.2,9.800000000000000,15.5,36.4,37.3,10.9,9.300000000000000,44.4,29.6,16.7,,,,,,,,,,,,,,,,,,3,3,16.1,9037.300000000000
747102,747,Walton County,Youth Middle School,102,M,(770)466-6849,1804 Highway 81 South,Loganville,GA,30052,1068,6-8,,C,72.60000000000000,1,0,16,6,3,75,45,8,1,,,,,,,,34.7,32.3,3.3,2.3,72.60000000000000,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,29.5,35.3,12.9,14,34.1,31.2,20.8,26.7,25.8,32.5,14.9,16.7,32.1,31.5,19.7,,4,4,12.7,7732.06
